encoder_embed_dim,encoder_layer_num,encoder_ffn_embed_dim_avg,encoder_self_attention_heads_avg,decoder_embed_dim,decoder_layer_num,decoder_ffn_embed_dim_avg,decoder_self_attention_heads_avg,decoder_ende_attention_heads_avg,decoder_arbitrary_ende_attn_avg,energy_mean_encoder,energy_mean_decoder,energy_std_encoder,energy_std_decoder
512,6,1962.66666666667,6,640,6,2133.33333333333,4.33333333333333,4.33333333333333,2.33333333333333,0.632555024309278,14.2837287598511,0.060985067282669,0.358374248378027
640,6,1792,7.33333333333333,512,5,1024,5.2,4.8,2.2,0.777776808156252,12.8287425087513,0.169452233499202,0.26823345391889
512,6,1450.66666666667,5,512,3,1194.66666666667,3.33333333333333,6,1,0.871862778951397,10.268998484129,0.097514917696631,0.320483171620297
512,6,1706.66666666667,3.66666666666667,640,2,1024,4,6,2,0.694696109530201,8.07750352172655,0.109476815110123,0.256426856044277
512,6,1450.66666666667,4,512,3,2048,5.33333333333333,4,2.33333333333333,0.751041738024646,10.263154538071,0.158809795618003,0.233698602401763
640,6,1450.66666666667,4.33333333333333,640,5,2252.8,3.6,5.2,2.2,0.612177396487594,13.6896803550148,0.03109602951863,0.265766815139665
512,6,2048,6.33333333333333,640,2,2048,4,6,1,0.597616891395509,8.07331789393851,0.036011044913443,0.269310005387272
512,6,1280,5,640,5,1228.8,3.2,4.4,2.2,0.771707022231003,13.4194839855413,0.148016353330965,0.411109199075614
512,6,2133.33333333333,3,640,4,1280,5,3,2,0.607343199454427,10.9166366805454,0.034590458406245,0.17757869270367
640,6,1706.66666666667,4.66666666666667,640,5,1638.4,3.6,4.4,1.8,0.621958672611952,13.2078449597561,0.053790480400504,0.266628742027237
512,6,2304,5.33333333333333,512,5,1843.2,5.2,4.4,1.6,0.636344358873943,12.9434086872582,0.061954649246428,0.359134606785078
640,6,1280,6,512,5,1536,5.6,3.2,2.4,1.0090322353812,13.1605499123605,0.145388006702251,0.241824384152211
640,6,938.666666666667,4,640,1,2048,8,2,3,0.826631214403232,5.82058421393125,0.037560340515098,1.19270937088156
640,6,1280,4.66666666666667,640,5,2048,4.8,2.8,2,0.622407789665163,14.0158928971066,0.035321780238417,0.599095873201678
640,6,1194.66666666667,4,640,2,2048,6,6,1.5,0.876395139816135,8.49040351490574,0.062834462101435,0.53273837312459
512,6,1962.66666666667,5.33333333333333,640,4,1280,3,5,2.75,0.730074531101349,11.01236280002,0.142708992921457,0.271702112828984
640,6,1024,5.66666666666667,512,2,1280,8,5,2.5,0.940760658779709,7.89545492413644,0.122519332442787,0.269570724487233
640,6,1024,4.33333333333333,640,1,1024,2,2,2,0.665921288491885,7.25956820590326,0.090630144765226,0.871209382330253
512,6,1962.66666666667,6,512,4,1664,7,6.5,1.5,0.87865165931198,10.600550105529,0.017494103724809,0.183870513499557
640,6,1877.33333333333,2.33333333333333,640,3,1536,6,4.66666666666667,2.33333333333333,0.84834982257738,10.6893896892067,0.180256135470967,0.240360213950889
640,6,1536,6.33333333333333,512,5,1126.4,4.4,3.2,3,0.909876085027276,13.8554321072007,0.110811026724608,0.771560666472168
512,6,1877.33333333333,4.33333333333333,512,1,3072,4,4,1,0.652805558471362,5.06743405026816,0.078749664957545,0.906911980075963
640,6,2133.33333333333,3.33333333333333,512,2,2048,2,3,2.5,0.813084754686733,7.8695329816746,0.098623720284154,0.119920644464926
640,6,1877.33333333333,4.33333333333333,640,5,1843.2,6,3.2,1.8,0.799667507550011,13.7261089791329,0.10343293223007,0.310248771218099
512,6,1792,4.33333333333333,640,4,1792,4.5,5.5,1.25,0.614910555072784,11.3161203984422,0.048217092524807,0.382950931077358
640,6,1962.66666666667,4.66666666666667,512,1,3072,4,2,2,0.869315949709237,7.39450994895933,0.097581355967237,0.394575873415083
512,6,1450.66666666667,5.66666666666667,512,6,2133.33333333333,5,4,1.66666666666667,0.747515495689809,14.7464680753019,0.107038463134441,0.602280078372904
512,6,1194.66666666667,4.33333333333333,512,5,1536,6,5.2,2.2,0.928654926100347,13.7175341963019,0.166997104497946,0.496564139058597
512,6,1706.66666666667,4.66666666666667,640,2,512,3,8,1.5,0.719349490651399,7.92786348622727,0.156242975375134,0.164368802465277
640,6,1621.33333333333,4.66666666666667,640,4,896,5.5,5.5,1.75,0.881592510132104,10.7463034371005,0.117978879189589,0.18733751093578
512,6,1194.66666666667,4.33333333333333,512,1,512,4,4,3,0.893774615762184,5.72029182562028,0.077136546934194,1.48836118429701
640,6,2474.66666666667,4,512,5,2560,6,4,1.8,0.896905989911904,13.5484781035776,0.083975718427595,0.504305374762969
640,6,1365.33333333333,5,512,1,3072,8,8,2,0.822892960573842,4.60535348628283,0.127273167604219,0.544830401953647
640,6,1450.66666666667,6.33333333333333,512,2,1792,5,6,2,0.830644279570168,7.93316625578142,0.199263170460029,0.339833300810884
512,6,1706.66666666667,4,512,5,1945.6,4,3.2,1.8,0.866150296609104,13.2687670526875,0.022906373817173,0.290885595828791
640,6,1450.66666666667,4.33333333333333,640,3,1194.66666666667,4.66666666666667,4.66666666666667,1.33333333333333,0.608570266336203,10.4286817171506,0.03838215199489,0.347830097069787
640,6,1792,6,512,1,2048,4,8,1,0.606554800894856,7.02837914265922,0.027528190623781,0.805037202953012
640,6,1962.66666666667,5.66666666666667,640,2,1792,2,8,2,0.659883850219985,8.1242774105557,0.06218842092975,0.296639089696776
640,6,1450.66666666667,3.33333333333333,640,6,1877.33333333333,4,6,2.33333333333333,0.788868342924287,14.641261769281,0.114530315364151,0.359820337863025
512,6,2560,5.33333333333333,512,2,2048,5,6,2,0.623652228610277,7.91026083247555,0.037189141776356,0.227617323514079
512,6,1109.33333333333,4.33333333333333,640,3,1194.66666666667,6.66666666666667,6.66666666666667,2,0.760978621057421,10.3291541153878,0.124165550127479,0.234870273761348
512,6,1280,4,512,1,512,8,4,1,0.875442175744156,5.72045108647081,0.164229605288924,1.38949914039392
640,6,1194.66666666667,4.33333333333333,640,5,1945.6,4.4,4.4,2.4,0.805547939708978,13.3466439569166,0.09571594720271,0.259366336142446
640,6,1621.33333333333,3.66666666666667,640,3,682.666666666667,4.66666666666667,5.33333333333333,2.33333333333333,0.883621785239994,10.2854362284337,0.006411220203873,0.103162358486557
512,6,1450.66666666667,5.33333333333333,640,5,2048,4,4.4,2.2,0.745337891682953,13.3213007798409,0.107000362516915,0.29289038184813
640,6,938.666666666667,5.66666666666667,640,4,1920,4,6,1.25,0.664248140579661,11.3360143674017,0.117718333935529,0.536007579967741
640,6,1536,5.66666666666667,640,2,1792,3,8,2,0.874551824914535,8.0935020847501,0.075218018784474,0.144845741234105
640,6,2048,7,512,2,1280,2,5,2,0.900495200552495,7.85677486270178,0.059484293760684,0.3593222785584
640,6,1450.66666666667,4.66666666666667,640,2,1792,6,6,1,0.615661002407938,8.018242207734,0.038006885790853,0.181446541330484
512,6,2389.33333333333,5.66666666666667,640,1,2048,8,4,1,0.836681563092677,7.06340963712178,0.236471904664199,1.59822950272148
640,6,1365.33333333333,5,512,5,2252.8,3.6,2.8,2.4,0.885377310075154,13.502198271637,0.020125937024178,0.460660153022976
512,6,1706.66666666667,4.33333333333333,640,6,1621.33333333333,4.33333333333333,4.66666666666667,2,0.713501599263459,14.2898199881227,0.131636105947679,0.314132909252236
640,6,1792,3.66666666666667,640,3,2389.33333333333,4,2.66666666666667,1.66666666666667,0.606727221394658,10.548820143119,0.024950567680547,0.243548915022272
640,6,1877.33333333333,3.33333333333333,640,1,1024,8,2,2,0.644670724023064,6.09047298053313,0.061305194044887,0.882260113226562
640,6,1706.66666666667,4,512,2,768,6,4,2,0.69267626633666,7.89209521945496,0.096362263894351,0.362132089048763
512,6,1962.66666666667,5.66666666666667,512,2,1792,4,6,2.5,0.637417383892,7.96684768531031,0.067874327589132,0.299256988664115
640,6,1450.66666666667,4,512,6,2133.33333333333,6,5.33333333333333,2.16666666666667,0.875788981835278,14.3554986602442,0.117611385779473,0.470409493306542
512,6,2304,4.33333333333333,640,2,1536,6,3,2.5,0.603628843010485,7.99752709832621,0.030292305133228,0.211374638033045
640,6,1877.33333333333,3.66666666666667,640,1,3072,4,4,2,0.935881904189217,5.40931220201839,0.087665983790353,1.03429898429939
512,6,1792,5.66666666666667,512,6,1706.66666666667,3.66666666666667,4,2.33333333333333,0.795262489412118,13.7790487819948,0.16008475737132,0.419748828605591
512,6,1877.33333333333,4.33333333333333,640,2,1792,3,6,2,0.645383915928622,7.92054698952585,0.056846150524392,0.136119702785417
512,6,1792,6.66666666666667,512,3,1024,6,5.33333333333333,2.33333333333333,0.676584943708181,10.1783018095234,0.08800513193182,0.106981351246685
512,6,1877.33333333333,4.33333333333333,640,6,1792,5.66666666666667,3.33333333333333,1.66666666666667,0.88170415647312,14.5757562247532,0.033594635225979,0.39872201481201
640,6,1792,6.66666666666667,512,6,1280,4,4.66666666666667,2.16666666666667,0.602151089699626,14.0495661671854,0.033687255397422,0.379943821333321
512,6,1109.33333333333,5,512,5,2252.8,5.6,6.4,1.8,0.81255780290251,13.3210113933716,0.10145599403195,0.374538187111595
640,6,1536,5.33333333333333,512,6,1877.33333333333,5.66666666666667,4.66666666666667,2,0.634325820965866,13.9437513026121,0.068161727795521,0.364219527132854
512,6,1877.33333333333,3.66666666666667,512,6,1536,4,4.66666666666667,1.83333333333333,0.631308964717627,13.9415407800727,0.029297559884854,0.399637858466512
640,6,1706.66666666667,5.33333333333333,512,4,1664,4,4,1.75,0.682503613717298,10.7349572499438,0.147295058508323,0.281112296947918
640,6,1365.33333333333,5.33333333333333,512,5,1126.4,5.2,6,2.4,0.831988547186494,13.0819905124125,0.084389558341286,0.457813071189983
640,6,2133.33333333333,5.33333333333333,512,4,2048,4,4.5,1.25,0.870179409625818,10.9602024317266,0.19194174802073,0.307613159735925
512,6,1536,5,640,2,512,6,6,3,0.609459516935229,7.91427064173804,0.031134105884308,0.098958315433867
640,6,1621.33333333333,6.33333333333333,512,6,1450.66666666667,4,5,2,0.62097207209909,13.8084997218656,0.050490942905875,0.457985682860399
512,6,1450.66666666667,3.33333333333333,640,1,3072,8,8,3,0.61265306807518,6.47873967744336,0.041500738054886,1.43142390223208
512,6,1024,5,512,1,1024,2,8,1,0.659499980441689,7.01370873506501,0.072609233103512,0.593074188236293
512,6,1706.66666666667,6,640,3,853.333333333333,6,4.66666666666667,2.66666666666667,0.942915047324443,10.4466410150775,0.086131160444034,0.106772360065519
512,6,1450.66666666667,5.66666666666667,512,1,3072,4,2,1,0.63215717514286,6.97827047779659,0.104696024859957,1.19540930294577
512,6,2560,6.66666666666667,512,2,768,5,5,2,0.640506276946008,7.91148127699103,0.049439435661417,0.376636036934116
640,6,2048,5.66666666666667,640,5,921.6,4.4,4,1.8,0.730348470493744,13.3396509791005,0.109721016730675,0.366926554897543
640,6,1621.33333333333,3.66666666666667,512,4,1920,4.5,5,2.25,0.759329491950303,10.7038233313942,0.137113652658614,0.274219852000423
640,6,1365.33333333333,4,640,5,1945.6,4.8,5.2,2.2,0.594956420709908,13.6549944619118,0.034911357815058,0.508787701518301
640,6,1365.33333333333,4.33333333333333,512,4,896,3,3.5,1.5,0.652175267051558,10.4609444027108,0.147425249110266,0.149465517894442
640,6,1877.33333333333,6.66666666666667,512,5,1843.2,5.6,7.2,2.2,0.671608588202198,13.5011482856818,0.092209765261213,0.357649918356522
640,6,1450.66666666667,5,640,2,768,5,5,2,0.674242446966827,8.5085889700581,0.091215158541877,0.71698669588021
512,6,1109.33333333333,6.66666666666667,512,6,1536,5,3.66666666666667,1.83333333333333,0.643620361157159,14.3682042450581,0.056099482277093,0.479095248686805
640,6,2133.33333333333,5.33333333333333,512,2,1536,3,8,1,0.768168451223214,7.82257446198689,0.124716848166232,0.265413108323922
512,6,1450.66666666667,5.33333333333333,512,4,1024,6,5,2.25,0.65067265606,10.7434147672451,0.070913501201106,0.341019840445356
512,6,1450.66666666667,6,640,5,1843.2,6.4,5.6,1.6,0.79785775311328,13.5754225375798,0.139942261842034,0.422221509877121
640,6,1536,3.66666666666667,640,1,3072,4,8,1,0.870100896205952,6.10184753181179,0.071322130403997,1.47708844585725
512,6,1365.33333333333,5.33333333333333,640,2,1536,8,6,2.5,0.690301257063121,8.26541388235143,0.119016057436766,0.353242552278441
640,6,1365.33333333333,5,512,5,1331.2,4.8,4.4,2,0.82096436476086,13.1456501729943,0.124429763437593,0.295407296473347
640,6,1706.66666666667,5,640,6,2304,4.66666666666667,3.66666666666667,2,0.737909451531739,15.8549967734506,0.157067637886268,0.292622852804846
512,6,1365.33333333333,4.33333333333333,512,5,1740.8,4.8,3.6,2.2,0.72264341929696,13.6702684067635,0.106331913578897,0.42271981844057
512,6,1194.66666666667,4.66666666666667,640,6,1536,5,7.33333333333333,2.16666666666667,0.796785353676518,14.7687249535795,0.098094094240994,0.594824548887414
512,6,1792,4,640,6,1194.66666666667,4,4.33333333333333,2.5,0.666588245742202,14.3967228048733,0.067651415525304,0.317825958884214
640,6,1706.66666666667,4.66666666666667,512,5,1740.8,5.2,3.6,2.2,0.871843119958282,13.8840231930653,0.064912028047685,0.48871422074128
640,6,1536,5.33333333333333,512,3,1877.33333333333,6,3.33333333333333,3,0.650346646017194,10.5497715417242,0.070054057875684,0.285928832251968
640,6,1706.66666666667,4,640,5,1126.4,4.4,5.2,2.2,0.723138579042475,13.7172987346467,0.129826017739206,0.75839708892586
512,6,1194.66666666667,4.33333333333333,512,3,1706.66666666667,4.66666666666667,2.66666666666667,1.33333333333333,0.773496522124668,10.1750194085389,0.133809502294258,0.557233554487975
512,6,2304,4.66666666666667,640,5,614.4,7.2,4.4,2.2,0.855135743931827,13.3999623209524,0.127624954286834,0.458187955348384
512,6,2218.66666666667,4.33333333333333,512,3,1365.33333333333,4.66666666666667,6.66666666666667,2.66666666666667,0.894085755455136,10.2362548077741,0.094678819508533,0.19253483563403
640,6,1450.66666666667,5.66666666666667,640,1,512,4,4,3,0.762544051970263,7.64685367089992,0.174993402958515,0.525571782862681
640,6,1194.66666666667,5.33333333333333,512,6,1706.66666666667,5,5,1.83333333333333,0.861834847897625,15.1655506119086,0.088033613406271,0.53820358375501
640,6,1450.66666666667,5.66666666666667,640,3,682.666666666667,4.66666666666667,2.66666666666667,2.66666666666667,0.853192543858155,10.5435026919124,0.168800643681907,0.418660896237192
512,6,1536,3.66666666666667,512,4,1920,5,4.5,2.25,0.780269414424568,10.8632622385153,0.09592801494048,0.270587497180709
512,6,1450.66666666667,3.33333333333333,640,6,938.666666666667,3.66666666666667,5.33333333333333,2,0.682933667805652,15.1525053195819,0.146341848910793,0.197160111383556
640,6,1877.33333333333,3.66666666666667,512,6,1877.33333333333,3.66666666666667,5.33333333333333,2.33333333333333,0.62355164732492,15.0954735503879,0.069926788850251,0.220978558960419
512,6,1621.33333333333,3.66666666666667,640,1,1024,4,8,3,0.636173877548516,5.07296304111067,0.073482946883062,0.269539227295569
512,6,2304,4.66666666666667,512,3,1536,5.33333333333333,4.66666666666667,2,0.810683707311084,10.1570792372331,0.166042641692167,0.122783684953386
512,6,2048,4.33333333333333,640,6,2560,3.66666666666667,4,2,0.656883901441425,15.7551241238371,0.089030899927038,0.278471789839601
